0.300000	8.262036	48.039752
0.355102	6.463569	25.670569
0.410204	4.404211	11.608181
0.465306	3.489007	6.451250
0.520408	2.947975	4.083234
0.575510	2.495172	2.654940
0.630612	2.196516	1.722992
0.685714	1.944378	1.024003
0.740816	1.818386	0.667749
0.795918	1.685918	0.363546
0.851020	1.579357	0.160213
0.906122	1.524490	0.057027
0.961224	1.504530	0.009355
1.016327	1.501547	0.001546
1.071429	1.515224	0.028091
1.126531	1.549097	0.083701
1.181633	1.589080	0.169767
1.236735	1.636270	0.288374
1.291837	1.708422	0.415949
1.346939	1.769349	0.609673
1.402041	1.862956	0.793828
1.457143	1.950065	1.008922
1.512245	2.030314	1.303551
1.567347	2.156399	1.546390
1.622449	2.263792	1.870529
1.677551	2.364058	2.304245
1.732653	2.495077	2.749471
1.787755	2.628542	3.175045
1.842857	2.779296	3.604914
1.897959	2.896188	4.187003
1.953061	3.086257	4.612288
2.008163	3.200875	5.410143
2.063265	3.374091	6.017200
2.118367	3.523198	6.924833
2.173469	3.698881	7.655642
2.228571	3.937911	8.158943
2.283673	4.016509	9.729813
2.338776	4.232825	10.584535
2.393878	4.426262	11.514774
2.448980	4.628564	12.817748
2.504082	4.826389	13.944410
2.559184	5.036588	15.144142
2.614286	5.220646	16.838543
2.669388	5.475326	18.172339
2.724490	5.686724	19.702086
2.779592	5.901784	21.511788
2.834694	6.082150	23.754720
2.889796	6.357647	25.278486
2.944898	6.574714	27.792564
3.000000	6.837409	29.420396
