0.500000	1.144067	11.760970
0.505025	1.167004	1.649870
0.510050	1.132068	2.083547
0.515075	0.908964	1.137679
0.520101	1.158613	2.106928
0.525126	0.941985	1.331229
0.530151	1.094934	1.778203
0.535176	1.116231	1.776157
0.540201	0.927500	1.251575
0.545226	0.765940	0.662783
0.550251	0.828083	0.957988
0.555276	0.908558	0.941455
0.560302	0.790913	0.760318
0.565327	0.719467	0.669137
0.570352	0.818492	0.813094
0.575377	0.768864	0.603633
0.580402	0.808364	0.786168
0.585427	0.737082	0.581468
0.590452	0.896138	1.026750
0.595477	0.859567	1.013059
0.600503	0.964834	1.509217
0.605528	0.732118	0.573973
0.610553	0.790657	0.602871
0.615578	0.915621	0.870665
0.620603	0.667428	0.389432
0.625628	0.719740	0.588334
0.630653	0.711177	0.505539
0.635678	0.725622	0.649982
0.640704	0.830443	0.795008
0.645729	0.676948	0.434877
0.650754	0.711881	0.413366
0.655779	0.881951	0.896126
0.660804	0.748044	0.655578
0.665829	0.684081	0.312240
0.670854	0.689072	0.439260
0.675879	0.706227	0.454000
0.680905	0.649990	0.359423
0.685930	0.619627	0.254988
0.690955	0.693776	0.356821
0.695980	0.744567	0.479340
0.701005	0.667574	0.312937
0.706030	0.626806	0.240421
0.711055	0.636787	0.249341
0.716080	0.616547	0.249031
0.721106	0.612559	0.204496
0.726131	0.647589	0.315741
0.731156	0.583186	0.185171
0.736181	0.558511	0.153261
0.741206	0.557060	0.153207
0.746231	0.599161	0.200788
0.751256	0.534719	0.128774
0.756281	0.608670	0.196409
0.761307	0.614455	0.226378
0.766332	0.627645	0.198136
0.771357	0.559522	0.109132
0.776382	0.630937	0.187519
0.781407	0.556006	0.145073
0.786432	0.585333	0.133004
0.791457	0.554335	0.118550
0.796482	0.564450	0.114208
0.801508	0.526137	0.091081
0.806533	0.563202	0.098002
0.811558	0.557651	0.100040
0.816583	0.538997	0.082958
0.821608	0.506289	0.073622
0.826633	0.549614	0.098884
0.831658	0.545852	0.076433
0.836683	0.536569	0.065634
0.841709	0.516646	0.042298
0.846734	0.536100	0.075743
0.851759	0.516888	0.065905
0.856784	0.504341	0.037202
0.861809	0.530249	0.068625
0.866834	0.519228	0.040326
0.871859	0.515564	0.043165
0.876884	0.498877	0.022124
0.881910	0.503267	0.027046
0.886935	0.526911	0.034247
0.891960	0.516336	0.029527
0.896985	0.499934	0.018285
0.902010	0.528110	0.030733
0.907035	0.502756	0.015869
0.912060	0.503572	0.015859
0.917085	0.509150	0.013967
0.922111	0.508238	0.013244
0.927136	0.499590	0.009423
0.932161	0.507494	0.011166
0.937186	0.501491	0.007834
0.942211	0.515960	0.009364
0.947236	0.497547	0.005185
0.952261	0.507087	0.005921
0.957286	0.505213	0.003889
0.962312	0.499970	0.002312
0.967337	0.499079	0.001779
0.972362	0.498152	0.001109
0.977387	0.503410	0.001278
0.982412	0.498325	0.000475
0.987437	0.501011	0.000360
0.992462	0.499942	0.000113
0.997487	0.499749	0.000009
1.002513	0.500026	0.000012
1.007538	0.499337	0.000133
1.012563	0.500660	0.000290
1.017588	0.499936	0.000642
1.022613	0.502711	0.000920
1.027638	0.499749	0.001524
1.032663	0.500104	0.002053
1.037688	0.505052	0.002106
1.042714	0.501729	0.003456
1.047739	0.499066	0.005437
1.052764	0.497999	0.007522
1.057789	0.496745	0.006997
1.062814	0.505746	0.006495
1.067839	0.507997	0.007439
1.072864	0.507958	0.009030
1.077889	0.508215	0.010360
1.082915	0.508861	0.012137
1.087940	0.509429	0.012249
1.092965	0.517295	0.011481
1.097990	0.524205	0.012689
1.103015	0.507453	0.023619
1.108040	0.500171	0.025559
1.113065	0.515352	0.022017
1.118090	0.523137	0.019424
1.123116	0.504930	0.035029
1.128141	0.519329	0.026198
1.133166	0.502025	0.039197
1.138191	0.535024	0.027183
1.143216	0.503431	0.047616
1.148241	0.509997	0.040059
1.153266	0.524300	0.033110
1.158291	0.521755	0.047389
1.163317	0.532975	0.041824
1.168342	0.512869	0.055790
1.173367	0.535395	0.042158
1.178392	0.507296	0.059759
1.183417	0.522391	0.067145
1.188442	0.536306	0.062173
1.193467	0.502253	0.088076
1.198492	0.528582	0.069298
1.203518	0.528868	0.081599
1.208543	0.545795	0.073778
1.213568	0.543014	0.085191
1.218593	0.547004	0.070605
1.223618	0.538122	0.088396
1.228643	0.556495	0.070834
1.233668	0.540556	0.100804
1.238693	0.540273	0.097572
1.243719	0.549432	0.089096
1.248744	0.561942	0.093506
1.253769	0.553816	0.109544
1.258794	0.561081	0.102242
1.263819	0.545534	0.118707
1.268844	0.544312	0.153786
1.273869	0.542528	0.146209
1.278894	0.567256	0.116531
1.283920	0.571247	0.128156
1.288945	0.571084	0.133445
1.293970	0.561011	0.147865
1.298995	0.576683	0.127835
1.304020	0.548288	0.179405
1.309045	0.575361	0.150328
1.314070	0.602548	0.124013
1.319095	0.528841	0.216947
1.324121	0.591627	0.176303
1.329146	0.562249	0.199365
1.334171	0.585529	0.186591
1.339196	0.601783	0.174615
1.344221	0.619233	0.139209
1.349246	0.592278	0.217623
1.354271	0.589310	0.223128
1.359296	0.588466	0.229560
1.364322	0.628526	0.162524
1.369347	0.624099	0.203976
1.374372	0.614180	0.217400
1.379397	0.601488	0.237888
1.384422	0.600695	0.224235
1.389447	0.642131	0.192218
1.394472	0.633784	0.206423
1.399497	0.599278	0.290914
1.404523	0.622359	0.264028
1.409548	0.610229	0.310938
1.414573	0.638006	0.234435
1.419598	0.628614	0.292583
1.424623	0.681459	0.215571
1.429648	0.611550	0.357413
1.434673	0.629603	0.307644
1.439698	0.654342	0.301524
1.444724	0.622138	0.325763
1.449749	0.605625	0.385591
1.454774	0.601827	0.429536
1.459799	0.669068	0.292554
1.464824	0.611317	0.481054
1.469849	0.712502	0.285914
1.474874	0.664286	0.395987
1.479899	0.677496	0.334441
1.484925	0.675984	0.338172
1.489950	0.682932	0.351373
1.494975	0.641774	0.468724
1.500000	0.657712	0.425806
