0.300000	8.400833	0.000000
0.355102	6.042354	0.000000
0.410204	4.583392	0.000000
0.465306	3.626429	0.000000
0.520408	2.972438	0.000000
0.575510	2.512820	0.000000
0.630612	2.184231	0.000000
0.685714	1.947705	0.000000
0.740816	1.778203	0.000000
0.795918	1.659040	0.000000
0.851020	1.578751	0.000000
0.906122	1.529249	0.000000
0.961224	1.504694	0.000000
1.016327	1.500787	0.000000
1.071429	1.514303	0.000000
1.126531	1.542787	0.000000
1.181633	1.584343	0.000000
1.236735	1.637487	0.000000
1.291837	1.701045	0.000000
1.346939	1.774078	0.000000
1.402041	1.855829	0.000000
1.457143	1.945679	0.000000
1.512245	2.043121	0.000000
1.567347	2.147735	0.000000
1.622449	2.259173	0.000000
1.677551	2.377141	0.000000
1.732653	2.501391	0.000000
1.787755	2.631715	0.000000
1.842857	2.767932	0.000000
1.897959	2.909890	0.000000
1.953061	3.057457	0.000000
2.008163	3.210518	0.000000
2.063265	3.368976	0.000000
2.118367	3.532742	0.000000
2.173469	3.701742	0.000000
2.228571	3.875909	0.000000
2.283673	4.055185	0.000000
2.338776	4.239518	0.000000
2.393878	4.428863	0.000000
2.448980	4.623178	0.000000
2.504082	4.822428	0.000000
2.559184	5.026580	0.000000
2.614286	5.235605	0.000000
2.669388	5.449477	0.000000
2.724490	5.668173	0.000000
2.779592	5.891671	0.000000
2.834694	6.119953	0.000000
2.889796	6.353001	0.000000
2.944898	6.590799	0.000000
3.000000	6.833333	0.000000
